#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NW_026260786.1       -         CD_10                -         hmm        6      111  1019598  1019490      -     -    6 0.51   0.0   27.7   0.00011 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_5, whole genome shotgun sequence
NW_026261206.1       -         CD_18                -         hmm       59       99     1190     1149      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261206.1       -         CD_18                -         hmm       59       99    11000    10959      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261216.1       -         CD_18                -         hmm       59       99    14239    14198      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_435, whole genome shotgun sequence
NW_026261225.1       -         CD_18                -         hmm       59       99     1729     1688      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261225.1       -         CD_18                -         hmm       59       99    11539    11498      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261229.1       -         CD_18                -         hmm       59       99    10436    10395      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261232.1       -         CD_18                -         hmm       59       99     3640     3681      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261232.1       -         CD_18                -         hmm       59       99    13450    13491      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261234.1       -         CD_18                -         hmm       59       99     6455     6496      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_453, whole genome shotgun sequence
NW_026261239.1       -         CD_18                -         hmm       59       99     5003     4962      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_458, whole genome shotgun sequence
NW_026261246.1       -         CD_18                -         hmm       59       99     8897     8938      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_465, whole genome shotgun sequence
NW_026261247.1       -         CD_18                -         hmm       59       99     8295     8254      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_466, whole genome shotgun sequence
NW_026261248.1       -         CD_18                -         hmm       59       99     4474     4433      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_467, whole genome shotgun sequence
NW_026261251.1       -         CD_18                -         hmm       59       99     6668     6627      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_470, whole genome shotgun sequence
NW_026261256.1       -         CD_18                -         hmm       59       99     7241     7282      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_475, whole genome shotgun sequence
NW_026261260.1       -         CD_18                -         hmm       59       99     6541     6582      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_479, whole genome shotgun sequence
NW_026261269.1       -         CD_18                -         hmm       59       99     4607     4566      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_488, whole genome shotgun sequence
NW_026261270.1       -         CD_18                -         hmm       59       99     1509     1550      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261271.1       -         CD_18                -         hmm       59       99     9456     9497      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_490, whole genome shotgun sequence
NW_026261277.1       -         CD_18                -         hmm       59       99     2974     3015      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_496, whole genome shotgun sequence
NW_026261278.1       -         CD_18                -         hmm       59       99     2883     2924      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_497, whole genome shotgun sequence
NW_026261282.1       -         CD_18                -         hmm       59       99     5964     6005      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_501, whole genome shotgun sequence
NW_026261287.1       -         CD_18                -         hmm       59       99     3480     3439      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_506, whole genome shotgun sequence
NW_026261290.1       -         CD_18                -         hmm       59       99     2503     2544      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_509, whole genome shotgun sequence
NW_026261291.1       -         CD_18                -         hmm       59       99     4305     4264      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_510, whole genome shotgun sequence
NW_026261293.1       -         CD_18                -         hmm       59       99     2618     2577      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_512, whole genome shotgun sequence
NW_026261295.1       -         CD_18                -         hmm       59       99     3639     3598      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_514, whole genome shotgun sequence
NW_026261296.1       -         CD_18                -         hmm       59       99     3447     3406      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_515, whole genome shotgun sequence
NW_026261298.1       -         CD_18                -         hmm       59       99     3876     3835      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_517, whole genome shotgun sequence
NW_026261299.1       -         CD_18                -         hmm       59       99     7011     7052      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_518, whole genome shotgun sequence
NW_026261302.1       -         CD_18                -         hmm       59       99     1394     1435      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_521, whole genome shotgun sequence
NW_026261303.1       -         CD_18                -         hmm       59       99     2283     2324      +     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_522, whole genome shotgun sequence
NW_026261304.1       -         CD_18                -         hmm       59       99     5914     5873      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_523, whole genome shotgun sequence
NW_026261305.1       -         CD_18                -         hmm       59       99     3484     3443      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_524, whole genome shotgun sequence
NW_026261306.1       -         CD_18                -         hmm       59       99     3441     3400      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_525, whole genome shotgun sequence
NW_026261309.1       -         CD_18                -         hmm       59       99     4304     4263      -     -    6 0.43   0.0   26.9   0.00028 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_528, whole genome shotgun sequence
NW_026261148.1       -         CD_18                -         hmm       60       99     8140     8180      +     -    6 0.44   0.0   26.8   0.00029 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261211.1       -         CD_18                -         hmm       60       99     7599     7639      +     -    6 0.44   0.0   26.8   0.00029 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_430, whole genome shotgun sequence
NW_026261163.1       -         CD_18                -         hmm       63       99       33       70      +     -    6 0.39   0.0   26.5   0.00036 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_382, whole genome shotgun sequence
NW_026261207.1       -         CD_18                -         hmm       68       99       18       50      +     -    6 0.36   0.0   26.2   0.00045 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_426, whole genome shotgun sequence
NW_026261037.1       -         CD_18                -         hmm       69       99    26771    26741      -     -    6 0.39   0.0   25.6   0.00071 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261294.1       -         CD_18                -         hmm       70       99        9       38      +     -    6 0.40   0.0   25.4   0.00081 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_513, whole genome shotgun sequence
NW_026261297.1       -         CD_18                -         hmm       69       99     4459     4427      -     -    6 0.36   0.0   18.1      0.15 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_516, whole genome shotgun sequence
NW_026260821.1       -         CD_18                -         hmm       77      101   258515   258539      +     -    6 0.44   0.0   15.7      0.87 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_40, whole genome shotgun sequence
NW_026261089.1       -         CD_18                -         hmm       77      101    12798    12822      +     -    6 0.44   0.0   15.7      0.88 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_308, whole genome shotgun sequence
NW_026260817.1       -         CD_18                -         hmm        5       61   138133   138192      +     -    6 0.45   0.0   14.6       1.8 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_36, whole genome shotgun sequence
NW_026261264.1       -         CD_18                -         hmm        7       49     1811     1862      +     -    6 0.40   0.0   14.4       2.2 ?   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_483, whole genome shotgun sequence
