#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NW_026260788.1       -         tRNA                 RF00005    cm        1       71  1018870  1018941      +    no    1 0.60   0.0   66.2   4.3e-13 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_7, whole genome shotgun sequence
NW_026261271.1       -         SSU_rRNA_eukarya     RF01960    cm        1      673      668        1      -    3'    3 0.46   0.0  597.7  1.5e-178 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_490, whole genome shotgun sequence
NW_026261204.1       -         SSU_rRNA_eukarya     RF01960    cm        1      447    14832    15279      +    3'    3 0.45   0.0  437.8  1.2e-129 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_423, whole genome shotgun sequence
NW_026260807.1       -         SSU_rRNA_eukarya     RF01960    cm      606     1116    10504    10112      -    no    1 0.42   0.1  138.5   3.5e-38 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_26, whole genome shotgun sequence
NW_026261246.1       -         SSU_rRNA_eukarya     RF01960    cm        1      127      128        1      -    3'    3 0.36   0.0  130.8   8.3e-36 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_465, whole genome shotgun sequence
NW_026260807.1       -         SSU_rRNA_eukarya     RF01960    cm      477      594    10633    10516      -    no    1 0.38   0.0  103.9   1.3e-27 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_26, whole genome shotgun sequence
NW_026260807.1       -         SSU_rRNA_eukarya     RF01960    cm      105      385    10988    10725      -    no    1 0.40   0.0  100.9   1.1e-26 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_26, whole genome shotgun sequence
NW_026260820.1       -         SSU_rRNA_eukarya     RF01960    cm       49      432   390852   391145      +    no    1 0.39   0.5   84.9   8.6e-22 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_39, whole genome shotgun sequence
NW_026261037.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     6116     7923      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261037.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    15928    17735      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261064.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     9228     7421      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261103.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     7087     8894      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261104.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    17543    15736      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_323, whole genome shotgun sequence
NW_026261113.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     4500     2693      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261121.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     6360     4553      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261121.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    16172    14365      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261139.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     5682     3875      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261142.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    15990    14183      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261189.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311      942     2749      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261189.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    10754    12561      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_408, whole genome shotgun sequence
NW_026261206.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311      149     1956      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261206.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     9959    11766      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_425, whole genome shotgun sequence
NW_026261225.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311      688     2495      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261232.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     4681     2874      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026261246.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     9938     8131      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_465, whole genome shotgun sequence
NW_026261247.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     7254     9061      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_466, whole genome shotgun sequence
NW_026261251.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     5627     7434      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_470, whole genome shotgun sequence
NW_026261260.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     7582     5775      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_479, whole genome shotgun sequence
NW_026261269.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     3566     5373      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_488, whole genome shotgun sequence
NW_026261270.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     2550      743      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261271.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    10497     8690      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_490, whole genome shotgun sequence
NW_026261290.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     3544     1737      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_509, whole genome shotgun sequence
NW_026261291.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     3264     5071      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_510, whole genome shotgun sequence
NW_026261298.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     2835     4642      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_517, whole genome shotgun sequence
NW_026261302.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     2435      628      -    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_521, whole genome shotgun sequence
NW_026261305.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     2443     4250      +    no    1 0.49   0.1  867.0  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_524, whole genome shotgun sequence
NW_026261098.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    17648    19456      +    no    1 0.49   0.1  866.9  1.7e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261229.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     9395    11203      +    no    1 0.49   0.1  866.9  1.8e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261126.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     6871     5064      -    no    1 0.49   0.1  866.8  1.8e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261098.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     7837     9645      +    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261126.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    16636    14828      -    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261139.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    15495    13687      -    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261150.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     7812     9620      +    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261191.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     4892     3084      -    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261191.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    14519    12711      -    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_410, whole genome shotgun sequence
NW_026261225.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    10497    12305      +    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_444, whole genome shotgun sequence
NW_026261234.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     7497     5689      -    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_453, whole genome shotgun sequence
NW_026261277.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     4016     2208      -    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_496, whole genome shotgun sequence
NW_026261278.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     3925     2117      -    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_497, whole genome shotgun sequence
NW_026261282.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     7006     5198      -    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_501, whole genome shotgun sequence
NW_026261287.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     2438     4246      +    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_506, whole genome shotgun sequence
NW_026261293.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     1576     3384      +    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_512, whole genome shotgun sequence
NW_026261296.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     2405     4213      +    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_515, whole genome shotgun sequence
NW_026261303.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     3325     1517      -    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_522, whole genome shotgun sequence
NW_026261306.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     2399     4207      +    no    1 0.49   0.1  866.8  1.9e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_525, whole genome shotgun sequence
NW_026261204.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     5015     6823      +    no    1 0.49   0.1  866.7    2e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_423, whole genome shotgun sequence
NW_026261064.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    19094    17285      -    no    1 0.49   0.1  866.7  2.1e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261256.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     8283     6475      -    no    1 0.49   0.1  866.7  2.1e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_475, whole genome shotgun sequence
NW_026261104.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     7764     5960      -    no    1 0.49   0.1  866.1  3.2e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_323, whole genome shotgun sequence
NW_026261309.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     3264     5070      +    no    1 0.49   0.1  865.6  4.4e-265 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_528, whole genome shotgun sequence
NW_026261163.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    10896     9088      -    no    1 0.49   0.1  861.6  7.8e-264 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_382, whole genome shotgun sequence
NW_026261113.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    14311    12505      -    no    1 0.49   0.1  861.0  1.2e-263 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261239.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     3962     5768      +    no    1 0.49   0.1  861.0  1.2e-263 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_458, whole genome shotgun sequence
NW_026261142.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     6211     4404      -    no    1 0.49   0.2  861.0  1.2e-263 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261103.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    16906    18715      +    no    1 0.49   0.1  859.8  2.8e-263 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261072.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    18968    20774      +    no    1 0.49   0.1  859.5  3.5e-263 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261295.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     2594     4405      +    no    1 0.49   0.1  859.5  3.6e-263 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_514, whole genome shotgun sequence
NW_026261148.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    18993    17186      -    no    1 0.49   0.2  857.0  2.1e-262 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261072.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     9141    10951      +    no    1 0.49   0.2  856.8  2.5e-262 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261248.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     3432     5241      +    no    1 0.49   0.1  854.7  1.1e-261 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_467, whole genome shotgun sequence
NW_026261304.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     4864     6680      +    no    1 0.48   0.2  853.5  2.6e-261 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_523, whole genome shotgun sequence
NW_026261148.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     9183     7371      -    no    1 0.49   0.1  836.0  7.2e-256 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_367, whole genome shotgun sequence
NW_026261211.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     8639     6836      -    no    1 0.49   0.1  834.0    3e-255 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_430, whole genome shotgun sequence
NW_026260839.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    47189    48996      +    no    1 0.46   7.4  793.9  8.5e-243 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_58, whole genome shotgun sequence
NW_026261150.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    17439    19148      +    no    1 0.49   0.0  779.7  2.3e-238 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
NW_026261299.1       -         SSU_rRNA_microsporidia RF02542    cm      158     1311     7756     6245      -    5'    2 0.50   0.1  772.0  5.8e-236 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_518, whole genome shotgun sequence
NW_026261216.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1181    13198    14830      +    3'    3 0.49   0.1  754.4  1.7e-230 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_435, whole genome shotgun sequence
NW_026261297.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     3420     5244      +    no    1 0.49   0.1  738.4  1.6e-225 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_516, whole genome shotgun sequence
NW_026261229.1       -         SSU_rRNA_microsporidia RF02542    cm      235     1311        1     1430      +    5'    2 0.50   0.1  682.6  3.4e-208 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_448, whole genome shotgun sequence
NW_026261216.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     3339     5169      +    no    1 0.49   0.5  678.9  4.9e-207 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_435, whole genome shotgun sequence
NW_026261232.1       -         SSU_rRNA_microsporidia RF02542    cm      401     1311    13916    12684      -    5'    2 0.50   0.1  588.5  6.5e-179 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_451, whole genome shotgun sequence
NW_026260825.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311   207834   210111      +    no    1 0.47   0.1  573.5    3e-174 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_44, whole genome shotgun sequence
NW_026261072.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311       58     1127      +    no    1 0.49   0.0  571.6  1.1e-173 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261310.1       -         SSU_rRNA_microsporidia RF02542    cm        1      895     1269        1      -    3'    3 0.47   0.1  528.6  2.6e-160 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_529, whole genome shotgun sequence
NW_026261270.1       -         SSU_rRNA_microsporidia RF02542    cm      684     1311    11314    10551      -    5'    2 0.51   0.0  429.6  1.6e-129 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_489, whole genome shotgun sequence
NW_026261207.1       -         SSU_rRNA_microsporidia RF02542    cm        1      706     1050        1      -    3'    3 0.47   0.0  402.3  4.9e-121 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_426, whole genome shotgun sequence
NW_026261163.1       -         SSU_rRNA_microsporidia RF02542    cm        1      729     1070        1      -    3'    3 0.47   0.0  399.5  3.6e-120 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_382, whole genome shotgun sequence
NW_026261037.1       -         SSU_rRNA_microsporidia RF02542    cm        1      696    25741    26780      +    3'    3 0.47   0.0  392.3  6.2e-118 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261294.1       -         SSU_rRNA_microsporidia RF02542    cm        1      694     1046        1      -    3'    3 0.47   0.0  365.7  1.1e-109 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_513, whole genome shotgun sequence
NW_026261313.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     3386     4083      +    no    1 0.47   0.0  304.8     1e-90 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_532, whole genome shotgun sequence
NW_026261085.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311     9301     8215      -    no    1 0.43   9.2  274.4   2.9e-81 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_304, whole genome shotgun sequence
NW_026261271.1       -         SSU_rRNA_microsporidia RF02542    cm        1      499      668        1      -    3'    3 0.46   0.0  270.6   4.3e-80 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_490, whole genome shotgun sequence
NW_026261204.1       -         SSU_rRNA_microsporidia RF02542    cm        1      306    14832    15279      +    3'    3 0.45   0.0  202.5   6.5e-59 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_423, whole genome shotgun sequence
NW_026260807.1       -         SSU_rRNA_microsporidia RF02542    cm        1     1311    10931    10414      -    no    1 0.43   0.0  163.9   6.5e-47 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_26, whole genome shotgun sequence
NW_026261246.1       -         SSU_rRNA_microsporidia RF02542    cm        1      117      128        1      -    3'    3 0.36   0.0   52.8   2.3e-12 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_465, whole genome shotgun sequence
NW_026261037.1       -         5_8S_rRNA            RF00002    cm        1      154     8114     8268      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261037.1       -         5_8S_rRNA            RF00002    cm        1      154    17926    18080      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_256, whole genome shotgun sequence
NW_026261064.1       -         5_8S_rRNA            RF00002    cm        1      154     7230     7076      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261064.1       -         5_8S_rRNA            RF00002    cm        1      154    17096    16942      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_283, whole genome shotgun sequence
NW_026261072.1       -         5_8S_rRNA            RF00002    cm        1      154     1316     1470      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261072.1       -         5_8S_rRNA            RF00002    cm        1      154    11140    11294      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261072.1       -         5_8S_rRNA            RF00002    cm        1      154    20965    21119      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_291, whole genome shotgun sequence
NW_026261098.1       -         5_8S_rRNA            RF00002    cm        1      154      166      320      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261098.1       -         5_8S_rRNA            RF00002    cm        1      154     9834     9988      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261098.1       -         5_8S_rRNA            RF00002    cm        1      154    19645    19799      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_317, whole genome shotgun sequence
NW_026261103.1       -         5_8S_rRNA            RF00002    cm        1      154     9085     9239      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261103.1       -         5_8S_rRNA            RF00002    cm        1      154    18904    19058      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_322, whole genome shotgun sequence
NW_026261104.1       -         5_8S_rRNA            RF00002    cm        1      154     5769     5615      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_323, whole genome shotgun sequence
NW_026261104.1       -         5_8S_rRNA            RF00002    cm        1      154    15547    15393      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_323, whole genome shotgun sequence
NW_026261113.1       -         5_8S_rRNA            RF00002    cm        1      154     2502     2348      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261113.1       -         5_8S_rRNA            RF00002    cm        1      154    12314    12160      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_332, whole genome shotgun sequence
NW_026261121.1       -         5_8S_rRNA            RF00002    cm        1      154     4362     4208      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261121.1       -         5_8S_rRNA            RF00002    cm        1      154    14174    14020      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_340, whole genome shotgun sequence
NW_026261126.1       -         5_8S_rRNA            RF00002    cm        1      154     4875     4721      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261126.1       -         5_8S_rRNA            RF00002    cm        1      154    14639    14485      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_345, whole genome shotgun sequence
NW_026261139.1       -         5_8S_rRNA            RF00002    cm        1      154     3686     3532      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261139.1       -         5_8S_rRNA            RF00002    cm        1      154    13496    13342      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_358, whole genome shotgun sequence
NW_026261142.1       -         5_8S_rRNA            RF00002    cm        1      154    13992    13838      -    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_361, whole genome shotgun sequence
NW_026261150.1       -         5_8S_rRNA            RF00002    cm        1      154      182      336      +    no    1 0.47   0.0  163.3   8.3e-43 !   Pisolithus orientalis strain OTSU chromosome Unknown F5J12scaffold_369, whole genome shotgun sequence
